official_time,place_overall,net_time,country_citizenship,display_name,gender,gender_result,division_result,year,division,age_graded_time,age,city,state,residence,pace,overall,seconds,first_name,last_name,bib,name,country_residence,contry_citizenship,name_suffix,5k,10k,15k,20k,half,25k,30k,35k,40k,projected_time
2:28:18,15,,,Abdi Abdirahman,M,15,1,2018.0,,,41,Tucson,AZ,,,15,8898.0,Abdi,Abdirahman,,"Abdirahman, Abdi",United ,United ,,,,,,,,,,,
2:07:57,1,,,Lawrence Cherono,M,1,1,2019.0,,,30,Eldoret,,,,1,7677.0,,,2,"Cherono, Lawrence",Kenya,Kenya,,,,,,,,,,,
2:07:59,2,,,Lelisa Desisa,M,2,2,2019.0,,,29,Ambo,,,,2,7679.0,,,6,"Desisa, Lelisa",Ethiopi,Ethiopi,,,,,,,,,,,
2:08:07,3,,,Kenneth Kipkemoi,M,3,3,2019.0,,,34,Eldoret,,,,3,7687.0,,,7,"Kipkemoi, Kenneth",Kenya,Kenya,,,,,,,,,,,
2:08:54,4,,,Felix Kandie,M,4,4,2019.0,,,32,Iten,,,,4,7734.0,,,8,"Kandie, Felix",Kenya,Kenya,,,,,,,,,,,
2:08:55,5,,,Geoffrey Kirui,M,5,5,2019.0,,,26,Keringet,,,,5,7735.0,,,11,"Kirui, Geoffrey",Kenya,Kenya,,,,,,,,,,,
2:08:57,6,,,Philemon Rono,M,6,6,2019.0,,,28,Kaptagat,,,,6,7737.0,,,12,"Rono, Philemon",Kenya,Kenya,,,,,,,,,,,
2:09:09,7,,,Scott Fauble,M,7,7,2019.0,,,27,Flagstaff,AZ ,,,7,7749.0,,,28,"Fauble, Scott",United ,United ,,,,,,,,,,,
2:09:25,8,,,Jared Ward,M,8,8,2019.0,,,30,Mapleton,UT ,,,8,7765.0,,,24,"Ward, Jared",United ,United ,,,,,,,,,,,
2:09:25,9,,,Festus Talam,M,9,9,2019.0,,,24,Iten,,,,9,7765.0,,,10,"Talam, Festus",Kenya,Kenya,,,,,,,,,,,
2:09:53,10,,,Benson Kipruto,M,10,10,2019.0,,,28,Kapsabet,,,,10,7793.0,,,15,"Kipruto, Benson",Kenya,Kenya,,,,,,,,,,,
2:11:51,11,,,Elkanah Kibet,M,11,11,2019.0,,,35,Fountain,CO ,,,11,7911.0,,,25,"Kibet, Elkanah",United ,United ,,,,,,,,,,,
2:11:53,12,,,Hiroto Inoue,M,12,12,2019.0,,,26,Nagasaki,,,,12,7913.0,,,14,"Inoue, Hiroto",Japan,Japan,,,,,,,,,,,
2:12:40,13,,,Augustus Maiyo,M,13,13,2019.0,,,35,Colorado Springs,CO ,,,13,7960.0,,,36,"Maiyo, Augustus",United ,United ,,,,,,,,,,,
2:13:05,14,,,Daniel Mesfun Teklebrhan,M,14,14,2019.0,,,31,Tampa,FL ,,,14,7985.0,,,30,"Mesfun Teklebrhan, Daniel",United ,Eritrea,,,,,,,,,,,
2:13:11,15,,,Shadrack Biwott,M,15,15,2019.0,,,34,Folsom,CA ,,,15,7991.0,,,27,"Biwott, Shadrack",United ,United ,,,,,,,,,,,
02:24:45,40,02:24:45,Kenya,Diana Kipyokei,F,1.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:09,41,02:25:09,Kenya,Edna Kiplagat,F,2.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:20,42,02:25:20,Kenya,Mary Ngugi,F,3.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:32,44,02:25:32,Kenya,Monicah Ngige,F,4.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:26:09,46,02:26:09,Ethiopia,Netsanet Gudeta,F,5.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:27:12,53,02:27:12,USA,Nell Rojas,F,6.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:27:38,56,02:27:38,Ethiopia,Workenesh Edesa,F,7.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:28:04,63,02:28:04,Ethiopia,Atsede Baysa,F,8.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:29:05,72,02:29:05,Ethiopia,Biruktayit Eshetu,F,9.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:29:06,73,02:29:06,Kenya,Tigist Abayechew,F,10.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:29:54,83,02:29:54,Kenya,Caroline Rotich,F,11.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:30:33,88,02:30:33,USA,Elaina Tabb,F,12.0,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:21:01,31,02:21:01,Kenya,Peres Jepchirchir,F,1,1,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:21:05,32,02:21:05,Ethiopia,Ababel Yeshaneh,F,2,2,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:21:32,33,02:21:32,Kenya,Mary Ngugi,F,3,3,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:21:40,35,02:21:40,Kenya,Edna Kiplagat,F,4,1,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:22:13,37,02:22:13,Kenya,Monicah Ngige,F,5,4,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:23:47,41,02:23:47,Kenya,Viola Cheptoo,F,6,5,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:24:43,48,02:24:43,Kenya,Joyciline Jepkosgei,F,7,6,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:23,54,02:25:23,Ethiopia,Degitu Azimeraw,F,8,7,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:26,55,02:25:26,Great Britain,Charlotte Purdue,F,9,8,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:25:57,60,02:25:57,USA,Nell Rojas,F,10,9,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:27:58,82,02:27:58,Canada,Malindi Elmore,F,11,2,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
02:21:38,36,, Kenya,Hellen Obiri,F,1,1,2023.0,F0-39,02:20:44,33,,,,,,,,,,,,,,,,,,,,,,,
02:21:50,40,, Ethiopia,Amane Beriso,F,2,2,2023.0,F0-39,02:21:36,31,Addis Ababa,,,,,,,,,,,,,,,,,,,,,,
02:21:57,41,, Israel,Lonah Salpeter,F,3,3,2023.0,F0-39,02:20:33,34,,,,,,,,,,,,,,,,,,,,,,,
02:22:00,42,, Ethiopia,Ababel Yeshaneh,F,4,4,2023.0,F0-39,02:21:46,31,Addis Ababa,,,,,,,,,,,,,,,,,,,,,,
02:22:10,44,,USA,Emma Bates,F,5,5,2023.0,F0-39,02:22:06,30,Medford,MA,,,,,,,,,,,,,,,,,,,,,
02:23:25,56,, Eritrea,Nazret Weldu,F,6,6,2023.0,F0-39,02:22:30,33,,,,,,,,,,,,,,,,,,,,,,,
02:24:12,63,, Kenya,Angela Tanui,F,7,7,2023.0,F0-39,02:24:08,30,,,,,,,,,,,,,,,,,,,,,,,
02:24:30,66,, Ethiopia,Hiwot Gebremaryam,F,8,8,2023.0,F0-39,02:24:30,27,,,,,,,,,,,,,,,,,,,,,,,
02:24:33,67,, Kenya,Mary Ngugi,F,9,9,2023.0,F0-39,02:23:08,34,Nyahururu,,,,,,,,,,,,,,,,,,,,,,
02:24:34,68,, Ethiopia,Gotytom Gebreslase,F,10,10,2023.0,F0-39,02:24:34,28,Addis Ababa,,,,,,,,,,,,,,,,,,,,,,
02:24:37,69,,USA,Aliphine Tuliamuk,F,11,11,2023.0,F0-39,02:23:11,34,Flagstaff,AZ,,,,,,,,,,,,,,,,,,,,,
02:24:44,70,, Kenya,Joyciline Jepkosgei,F,12,12,2023.0,F0-39,02:24:44,29,,,,,,,,,,,,,,,,,,,,,,,
2:18:57,,,,Rita Jeptoo,F,1,1,2014.0,,,33,,,Eldoret,00:05:17,21,8337.0,Rita,Jeptoo,,,,,,,,,,,,,,,
2:19:59,,,,Buzunesh Deba,F,2,1,2014.0,,,26,,,Arsi,00:05:20,25,8399.0,Buzunesh,Deba,,,,,,,,,,,,,,,
2:20:35,,,,Mare Dibaba,F,3,1,2014.0,,,24,,,Shoa,00:05:21,27,8435.0,Mare,Dibaba,,,,,,,,,,,,,,,
2:20:41,,,,Jemima Jelagat Sumgong,F,4,2,2014.0,,,29,,,Nandi,00:05:21,28,8441.0,Jemima Jelagat Sumgong,,,,,,,,,,,,,,,,
2:21:28,,,,Meselech Melkamu,F,5,3,2014.0,,,29,,,Addis Ababa,00:05:23,33,8488.0,Meselech,Melkamu,,,,,,,,,,,,,,,
2:21:29,,,,Aleksandra Duliba,F,6,4,2014.0,,,26,,,Minsk,00:05:23,34,8489.0,Aleksandra,Duliba,,,,,,,,,,,,,,,
2:22:02,,,,Shalane Flanagan,F,7,2,2014.0,,,32,,,"Portland, OR, USA",00:05:25,37,8522.0,Shalane,Flanagan,,,,,,,,,,,,,,,
2:23:00,,,,Sharon Cherop,F,8,3,2014.0,,,30,,,Marakwet,00:05:27,40,8580.0,Sharon,Cherop,,,,,,,,,,,,,,,
2:23:22,,,,Philes Ongori,F,9,5,2014.0,,,27,,,Kisii,00:05:28,42,8602.0,Philes,Ongori,,,,,,,,,,,,,,,
2:23:54,,,,Desiree Linden,F,10,4,2014.0,,,30,,,"Rochester Hills, MI, USA",00:05:29,46,8634.0,Desiree,Linden,,,,,,,,,,,,,,,
2:24:21,,,,Belaynesh Oljira,F,11,2,2014.0,,,23,,,Wellega,00:05:30,48,8661.0,Belaynesh,Oljira,,,,,,,,,,,,,,,
2:27:40,,,,Yeshi Esayias,F,12,6,2014.0,,,28,,,Arsi,00:05:37,71,8860.0,Yeshi,Esayias,,,,,,,,,,,,,,,
2:30:29,,,,Tatiana Petrova Arkhipova,F,13,5,2014.0,,,31,,,Cheboksary,00:05:44,102,9029.0,Tatiana Petrova Arkhipova,,,,,,,,,,,,,,,,
2:30:34,,,,Lanni Marchant,F,14,6,2014.0,,,30,,,"London, ON, CAN",00:05:44,105,9034.0,Lanni,Marchant,,,,,,,,,,,,,,,
2:31:15,,,,Adriana Nelson,F,15,7,2014.0,,,34,,,"Fort Collins, CO, USA",00:05:46,110,9075.0,Adriana,Nelson,,,,,,,,,,,,,,,
2:24:55,30.0,,,Caroline Rotich,F,1.0,1.0,2015.0,,,30.0,Nyahururu,,,0:05:32,31.0,8695.0,Caroline,Rotich,F11,"Rotich, Caroline",KEN,,,0:16:59,0:34:24,0:51:49,1:09:00,1:12:45,1:26:08,1:43:24,2:00:50,2:17:30,-
2:24:59,31.0,,,Mare Dibaba,F,2.0,2.0,2015.0,,,25.0,Shoa,,,0:05:32,32.0,8699.0,Mare,Dibaba,F2,"Dibaba, Mare",ETH,,,0:16:58,0:34:23,0:51:48,1:09:00,1:12:45,1:26:08,1:43:23,2:00:50,2:17:30,-
2:25:09,33.0,,,Buzunesh Deba,F,3.0,3.0,2015.0,,,27.0,Arsi,,,0:05:33,34.0,8709.0,Buzunesh,Deba,F1,"Deba, Buzunesh",ETH,,,0:16:57,0:34:23,0:51:49,1:09:01,1:12:45,1:26:09,1:43:24,2:00:50,2:17:30,-
2:25:39,39.0,,,Desiree Linden,F,4.0,4.0,2015.0,,,31.0,Rochester Mills,MI,,0:05:34,40.0,8739.0,Desiree,Linden,F10,"Linden, Desiree",USA,,,0:17:00,0:34:24,0:51:48,1:09:00,1:12:45,1:26:08,1:43:23,2:00:49,2:17:51,-
2:26:05,43.0,,,Sharon Cherop,F,5.0,5.0,2015.0,,,31.0,Marakwet,,,0:05:35,44.0,8765.0,Sharon,Cherop,F8,"Cherop, Sharon",KEN,,,0:16:59,0:34:24,0:51:49,1:09:01,1:12:46,1:26:09,1:43:24,2:00:50,2:18:02,-
2:26:40,51.0,,,Caroline Kilel,F,6.0,6.0,2015.0,,,34.0,Bomet,,,0:05:36,52.0,8800.0,Caroline,Kilel,F9,"Kilel, Caroline",KEN,,,0:16:58,0:34:23,0:51:48,1:09:00,1:12:44,1:26:08,1:43:23,2:00:50,2:18:11,-
2:26:52,53.0,,,Aberu Kebede,F,7.0,7.0,2015.0,,,28.0,Shoa,,,0:05:37,54.0,8812.0,Aberu,Kebede,F3,"Kebede, Aberu",ETH,,,0:16:58,0:34:23,0:51:49,1:09:00,1:12:45,1:26:08,1:43:24,2:00:50,2:18:11,-
2:27:14,57.0,,,Shure Demise,F,8.0,8.0,2015.0,,,19.0,Bore,,,0:05:37,58.0,8834.0,Shure,Demise,F6,"Demise, Shure",ETH,,,0:16:58,0:34:23,0:51:49,1:09:00,1:12:46,1:26:08,1:43:24,2:00:50,2:18:21,-
2:27:47,61.0,,,Shalane Flanagan,F,9.0,9.0,2015.0,,,33.0,Portland,OR,,0:05:39,62.0,8867.0,Shalane,Flanagan,F4,"Flanagan, Shalane",USA,,,0:16:58,0:34:24,0:51:49,1:09:01,1:12:45,1:26:09,1:43:34,2:01:35,2:19:45,-
2:29:07,74.0,,,Joyce Chepkirui,F,10.0,10.0,2015.0,,,26.0,Iten,,,0:05:42,75.0,8947.0,Joyce,Chepkirui,F16,"Chepkirui, Joyce",KEN,,,0:16:58,0:34:23,0:51:48,1:09:00,1:12:45,1:26:08,1:43:23,2:00:50,2:18:54,-
2:29:23,77.0,,,Aleksandra Duliba,F,11.0,11.0,2015.0,,,27.0,Minsk,,,0:05:42,78.0,8963.0,Aleksandra,Duliba,F5,"Duliba, Aleksandra",BLR,,,0:17:09,0:34:23,0:51:49,1:09:01,1:12:46,1:26:09,1:44:15,2:03:06,2:21:22,-
2:35:18,145.0,,,Lisa Nemec,F,12.0,12.0,2015.0,,,30.0,Zagreb,,,0:05:56,146.0,9318.0,Lisa,Nemec,F14,"Nemec, Lisa",CRO,,,0:17:07,0:34:57,0:53:04,1:11:00,1:15:00,1:29:12,1:48:12,2:07:38,2:26:54,-
2:38:47,223.0,,,Adriana Nelson,F,13.0,13.0,2015.0,,,35.0,Fort Collins,CO,,0:06:04,224.0,9527.0,Adriana,Nelson,F18,"Nelson, Adriana",USA,,,0:17:08,0:34:36,0:52:58,1:11:28,1:15:33,1:30:07,1:49:06,2:08:53,2:29:19,-
2:29:19,29.0,,,Atsede Baysa,F,1,1,2016.0,,,29,Liteshoa,,,0:05:42,29,8959.0,Atsede,Baysa,F6,"Baysa, Atsede",ETH,,,0:18:22,0:36:21,0:53:59,1:11:44,1:15:32,1:29:17,1:46:58,2:05:06,2:21:49,2:29:19
2:30:03,33.0,,,Tirfi Tsegaye,F,2,2,2016.0,,,31,Arsi,,,0:05:44,33,9003.0,Tirfi,Tsegaye,F4,"Tsegaye, Tirfi",ETH,,,0:18:22,0:36:21,0:54:00,1:11:45,1:15:32,1:29:13,1:46:32,2:04:29,2:21:56,2:30:03
2:30:50,36.0,,,Joyce Chepkirui,F,3,3,2016.0,,,27,Iten,,,0:05:46,36,9050.0,Joyce,Chepkirui,F11,"Chepkirui, Joyce",KEN,,,0:18:22,0:36:21,0:54:00,1:11:45,1:15:32,1:29:13,1:46:33,2:04:29,2:22:19,2:30:50
2:32:28,44.0,,,Jelena Prokopcuka,F,4,4,2016.0,,,39,Jurmala,,,0:05:49,44,9148.0,Jelena,Prokopcuka,F9,"Prokopcuka, Jelena",LAT,,,0:18:22,0:36:22,0:54:09,1:12:09,1:15:59,1:29:59,1:48:01,2:06:32,2:24:35,2:32:28
2:33:13,49.0,,,Valentine Kipketer,F,5,5,2016.0,,,23,Keiyo,,,0:05:51,49,9193.0,Valentine,Kipketer,F10,"Kipketer, Valentine",KEN,,,0:18:22,0:36:21,0:53:59,1:11:44,1:15:32,1:29:12,1:46:33,2:04:30,2:23:57,2:33:13
2:33:40,53.0,,,Flomena Cheyech Daniel,F,6,6,2016.0,,,33,West Pokot,,,0:05:52,53,9220.0,Flomena Cheyech,Daniel,F7,"Daniel, Flomena Cheyech",KEN,,,0:18:22,0:36:21,0:54:00,1:11:45,1:15:33,1:29:13,1:46:34,2:05:19,2:24:49,2:33:40
2:33:56,56.0,,,Buzunesh Deba,F,7,7,2016.0,,,28,Arsi,,,0:05:53,56,9236.0,Buzunesh,Deba,F3,"Deba, Buzunesh",ETH,,,0:18:22,0:36:20,0:54:00,1:11:44,1:15:33,1:29:28,1:47:30,2:07:03,2:25:30,2:33:56
2:34:38,65.0,,,Fate Tola,F,8,8,2016.0,,,28,Asela,,,0:05:54,65,9278.0,Fate,Tola,F15,"Tola, Fate",ETH,,,0:18:22,0:36:21,0:54:00,1:11:45,1:15:32,1:29:20,1:47:40,2:06:50,2:25:49,2:34:38
2:35:00,69.0,,,Neely Spence Gracey,F,9,9,2016.0,,,26,Superior,CO,,0:05:55,69,9300.0,Neely,Spence Gracey,F18,"Spence Gracey, Neely",USA,,,0:18:22,0:36:21,0:54:24,1:12:59,1:17:01,1:31:35,1:50:30,2:09:24,2:27:15,2:35:00
2:37:31,94.0,,,Mamitu Daska,F,10,10,2016.0,,,32,Liteshoa,,,0:06:01,94,9451.0,Mamitu,Daska,F5,"Daska, Mamitu",ETH,,,0:18:22,0:36:20,0:54:00,1:11:45,1:15:32,1:29:34,1:48:13,2:08:44,2:28:45,2:37:31
2:37:36,97.0,,,Sarah Crouch,F,11,11,2016.0,,,26,Blowing Rock,NC,,0:06:01,97,9456.0,Sarah,Crouch,F17,"Crouch, Sarah",USA,,,0:18:22,0:36:21,0:54:24,1:13:00,1:17:01,1:31:35,1:50:30,2:09:39,2:28:58,2:37:36
2:39:21,123.0,,,Miharu Shimokado,F,12,12,2016.0,,,25,Tokyo,,,0:06:05,123,9561.0,Miharu,Shimokado,F20,"Shimokado, Miharu",JPN,,,0:18:22,0:36:22,0:54:24,1:12:59,1:17:01,1:31:51,1:51:18,2:11:37,2:30:56,2:39:21
2:39:38,126.0,,,Amane Beriso,F,13,13,2016.0,,,24,Addis Ababa,,,0:06:06,126,9578.0,Amane,Beriso,F14,"Beriso, Amane",ETH,,,0:18:23,0:36:21,0:54:00,1:11:45,1:15:32,1:29:17,1:48:59,2:10:30,2:30:52,2:39:38
2:21:52,20.0,,,Edna Kiplagat,F,1.0,1.0,2017.0,,,37.0,Uasin Gishu,,,0:05:25,21.0,8512.0,Edna,Kiplagat,F3,"Kiplagat, Edna",KEN,,,0:17:46,0:34:58,0:51:55,1:08:50,1:12:33,1:25:51,1:42:40,1:58:41,2:14:43,-
2:22:51,23.0,,,Rose Chelimo,F,2.0,2.0,2017.0,,,27.0,Manama,,,0:05:27,24.0,8571.0,Rose,Chelimo,F11,"Chelimo, Rose",BRN,,,0:17:45,0:34:58,0:51:55,1:08:50,1:12:33,1:25:50,1:42:40,1:59:15,2:15:42,-
2:23:00,24.0,,,Jordan Hasay,F,3.0,3.0,2017.0,,,25.0,Beaverton,OR,,0:05:28,25.0,8580.0,Jordan,Hasay,F23,"Hasay, Jordan",USA,,,0:17:45,0:34:58,0:51:55,1:08:50,1:12:33,1:25:51,1:42:41,1:59:26,2:15:54,-
2:25:06,33.0,,,Desiree Linden,F,4.0,4.0,2017.0,,,33.0,Washington,MI,,0:05:33,34.0,8706.0,Desiree,Linden,F6,"Linden, Desiree",USA,,,0:17:45,0:34:57,0:51:54,1:08:49,1:12:33,1:25:53,1:42:50,2:00:13,2:17:25,-
2:27:20,43.0,,,Gladys Cherono,F,5.0,5.0,2017.0,,,33.0,Kericho,,,0:05:38,44.0,8840.0,Gladys,Cherono,F2,"Cherono, Gladys",KEN,,,0:17:45,0:34:58,0:51:54,1:08:49,1:12:33,1:25:51,1:42:40,2:00:30,2:19:07,-
2:29:35,53.0,,,Valentine Kipketer,F,6.0,6.0,2017.0,,,24.0,Keiyo,,,0:05:43,54.0,8975.0,Valentine,Kipketer,F8,"Kipketer, Valentine",KEN,,,0:17:45,0:34:58,0:51:55,1:08:49,1:12:33,1:25:50,1:42:41,2:01:27,2:20:47,-
2:30:58,62.0,,,Buzunesh Deba,F,7.0,7.0,2017.0,,,29.0,Arsi,,,0:05:46,63.0,9058.0,Buzunesh,Deba,F4,"Deba, Buzunesh",ETH,,,0:17:45,0:34:59,0:52:32,1:10:00,1:13:48,1:27:48,1:46:16,2:04:47,2:22:49,-
2:31:48,69.0,,,Brigid Kosgei,F,8.0,8.0,2017.0,,,23.0,Kapsait,,,0:05:48,70.0,9108.0,Brigid,Kosgei,F14,"Kosgei, Brigid",KEN,,,0:17:45,0:34:58,0:51:54,1:08:49,1:12:33,1:25:50,1:43:39,2:02:55,2:22:59,-
2:32:24,74.0,,,Diane Nukuri,F,9.0,9.0,2017.0,,,32.0,Kigozi,,,0:05:49,75.0,9144.0,Diane,Nukuri,F15,"Nukuri, Diane",BDI,,,0:17:46,0:34:58,0:51:55,1:09:02,1:12:51,1:26:45,1:45:20,2:04:34,2:23:43,-
2:33:26,84.0,,,Ruti Aga,F,10.0,10.0,2017.0,,,23.0,Guji,,,0:05:52,85.0,9206.0,Ruti,Aga,F12,"Aga, Ruti",ETH,,,0:17:45,0:34:58,0:51:54,1:08:50,1:12:35,1:26:24,1:45:26,2:05:09,2:24:43,-
2:34:44,94.0,,,Lindsey Flanagan,F,11.0,11.0,2017.0,,,26.0,Roselle,IL,,0:05:55,95.0,9284.0,Lindsey,Flanagan,F17,"Flanagan, Lindsey",USA,,,0:17:46,0:35:09,0:52:47,1:11:01,1:15:01,1:29:41,1:48:46,2:08:01,2:26:40,-
2:34:53,97.0,,,Danna Herrick,F,12.0,12.0,2017.0,,,30.0,Shelby Township,MI,,0:05:55,98.0,9293.0,Danna,Herrick,F32,"Herrick, Danna",USA,,,0:18:42,0:37:26,0:56:00,1:14:38,1:18:40,1:33:02,1:51:22,2:09:22,2:27:07,-
2:39:54,143,,,Desiree Linden,F,1,1,2018.0,,,34,Washington,MI,,,143,9594.0,Desiree,Linden,,"Linden, Desiree",United ,United ,,,,,,,,,,,
2:44:04,262,,,Sarah Sellers,F,2,2,2018.0,,,26,Tucson,AZ,,,262,9844.0,Sarah,Sellers,,"Sellers, Sarah",United ,United ,,,,,,,,,,,
2:44:20,272,,,Krista Duchene,F,3,1,2018.0,,,41,Brantford,ON,,,272,9860.0,Krista,Duchene,,"Duchene, Krista",Canada,Canada,,,,,,,,,,,
2:44:29,278,,,Rachel Hyland,F,4,3,2018.0,,,31,Andover,MA,,,278,9869.0,Rachel,Hyland,,"Hyland, Rachel",United ,United ,,,,,,,,,,,
2:45:23,317,,,Jessica Chichester,F,5,4,2018.0,,,31,Brooklyn,NY,,,317,9923.0,Jessica,Chichester,,"Chichester, Jessica",United ,United ,,,,,,,,,,,
2:45:52,338,,,Nicole Dimercurio,F,6,5,2018.0,,,27,Lenior,NC,,,338,9952.0,Nicole,Dimercurio,,"Dimercurio, Nicole",United ,United ,,,,,,,,,,,
2:46:31,361,,,Shalane Flanagan,F,7,6,2018.0,,,36,Portland,OR,,,361,9991.0,Shalane,Flanagan,,"Flanagan, Shalane",United ,United ,,,,,,,,,,,
2:46:47,370,,,Kimi Reed,F,8,7,2018.0,,,30,Springfield,MO,,,370,10007.0,Kimi,Reed,,"Reed, Kimi",United ,United ,,,,,,,,,,,
2:47:14,392,,,Edna Kiplagat,F,9,8,2018.0,,,38,Uasin Gishu,,,,392,10034.0,Edna,Kiplagat,,"Kiplagat, Edna",Kenya,Kenya,,,,,,,,,,,
2:48:29,472,,,Hiroko Yoshitomi,F,10,9,2018.0,,,34,Tokyo,,,,472,10109.0,Hiroko,Yoshitomi,,"Yoshitomi, Hiroko",Japan,Japan,,,,,,,,,,,
2:48:31,478,,,Joanna Thompson,F,11,10,2018.0,,,25,Blowing Rock,NC,,,478,10111.0,Joanna,Thompson,,"Thompson, Joanna",United ,United ,,,,,,,,,,,
2:48:57,502,,,Dot Mcmahan,F,12,2,2018.0,,,41,Oakland Township,MI,,,502,10137.0,Dot,Mcmahan,,"Mcmahan, Dot",United ,United ,,,,,,,,,,,
2:23:31,36,,,Worknesh Degefa,F,1,1,2019.0,,,28,Assela,,,,36,8611.0,,,F2,"Degefa, Worknesh",Ethiopi,Ethiopi,,,,,,,,,,,
2:24:13,38,,,Edna Kiplagat,F,2,2,2019.0,,,39,Uasin Gishu,,,,38,8653.0,,,F4,"Kiplagat, Edna",Kenya,Kenya,,,,,,,,,,,
2:25:20,48,,,Jordan Hasay,F,3,3,2019.0,,,27,Arroyo Grande,CA ,,,48,8720.0,,,F7,"Hasay, Jordan",United ,United ,,,,,,,,,,,
2:25:40,52,,,Meskerem Assefa,F,4,4,2019.0,,,27,Addis Ababa,,,,52,8740.0,,,F6,"Assefa, Meskerem",Ethiopi,Ethiopi,,,,,,,,,,,
2:27:00,61,,,Desiree Linden,F,5,5,2019.0,,,35,Washington,MI ,,,61,8820.0,,,F1,"Linden, Desiree",United ,United ,,,,,,,,,,,
2:28:27,79,,,Caroline Rotich,F,6,6,2019.0,,,34,Santa Fe,NM ,,,79,8907.0,,,F11,"Rotich, Caroline",United ,Kenya,,,,,,,,,,,
2:28:33,81,,,Mary Ngugi,F,7,7,2019.0,,,30,Nyahururu,,,,81,8913.0,,,F24,"Ngugi, Mary",Kenya,Kenya,,,,,,,,,,,
2:29:10,95,,,Biruktayit Eshetu,F,8,8,2019.0,,,28,Addis Ababa,,,,95,8950.0,,,F12,"Eshetu, Biruktayit",Ethiopi,Ethiopi,,,,,,,,,,,
2:30:07,107,,,Lindsay Flanagan,F,9,9,2019.0,,,28,Roselle,IL ,,,107,9007.0,,,F19,"Flanagan, Lindsay",United ,United ,,,,,,,,,,,
2:30:32,111,,,Betsy Saina,F,10,10,2019.0,,,30,Iten,,,,111,9032.0,,,F10,"Saina, Betsy",Kenya,Kenya,,,,,,,,,,,
2:30:38,112,,,Fionnuala Mccormack,F,11,11,2019.0,,,34,Wicklow Town,,,,112,9038.0,,,F21,"Mccormack, Fionnuala",Ireland,Ireland,,,,,,,,,,,
2:31:41,125,,,Sharon Cherop,F,12,12,2019.0,,,35,Marakwet,,,,125,9101.0,,,F9,"Cherop, Sharon",Kenya,Kenya,,,,,,,,,,,
